generator,concept,n_correct_fake,n_flipped_to_real,flip_rate,mean_prob_before,mean_prob_after
ADM,bitplane_lsb,1000,0,0.0,0.9976845383644104,0.9825528860092163
ADM,freq_radial,1000,25,0.025,0.9976845383644104,0.838495135307312
ADM,color_manifold,1000,0,0.0,0.9976845383644104,0.9920409917831421
ADM,hf_noise,1000,0,0.0,0.9976845383644104,0.9960750937461853
ADM,jpeg_quant,1000,0,0.0,0.9976845383644104,0.9176809191703796
ADM,texture_geometry,1000,0,0.0,0.9976845383644104,0.9791925549507141
BigGAN,bitplane_lsb,1000,0,0.0,0.9988559484481812,0.9937559962272644
BigGAN,freq_radial,1000,119,0.119,0.9988559484481812,0.7537177205085754
BigGAN,color_manifold,1000,0,0.0,0.9988559484481812,0.9977626800537109
BigGAN,hf_noise,1000,0,0.0,0.9988559484481812,0.9991599917411804
BigGAN,jpeg_quant,1000,2,0.002,0.9988559484481812,0.9326189160346985
BigGAN,texture_geometry,1000,0,0.0,0.9988559484481812,0.9889190196990967
GLIDE,bitplane_lsb,1000,0,0.0,0.9994258880615234,0.9294495582580566
GLIDE,freq_radial,1000,29,0.029,0.9994258880615234,0.9054021239280701
GLIDE,color_manifold,1000,0,0.0,0.9994258880615234,0.999584972858429
GLIDE,hf_noise,1000,0,0.0,0.9994258880615234,0.9996519684791565
GLIDE,jpeg_quant,1000,0,0.0,0.9994258880615234,0.936708390712738
GLIDE,texture_geometry,1000,0,0.0,0.9994258880615234,0.9928575754165649
Midjourney,bitplane_lsb,993,5,0.005035246727089627,0.9908415675163269,0.9568114280700684
Midjourney,freq_radial,993,6,0.006042296072507553,0.9908415675163269,0.9011498093605042
Midjourney,color_manifold,993,1,0.0010070493454179255,0.9908415675163269,0.9862914085388184
Midjourney,hf_noise,993,3,0.0030211480362537764,0.9908415675163269,0.9867599010467529
Midjourney,jpeg_quant,993,4,0.004028197381671702,0.9908415675163269,0.9271472096443176
Midjourney,texture_geometry,993,4,0.004028197381671702,0.9908415675163269,0.9692906737327576
Stable_Diffusion_v1.4,bitplane_lsb,999,0,0.0,0.9955217838287354,0.9834336042404175
Stable_Diffusion_v1.4,freq_radial,999,22,0.022022022022022022,0.9955217838287354,0.8362945914268494
Stable_Diffusion_v1.4,color_manifold,999,1,0.001001001001001001,0.9955217838287354,0.9888684153556824
Stable_Diffusion_v1.4,hf_noise,999,3,0.003003003003003003,0.9955217838287354,0.9745644927024841
Stable_Diffusion_v1.4,jpeg_quant,999,0,0.0,0.9955217838287354,0.9313786625862122
Stable_Diffusion_v1.4,texture_geometry,999,2,0.002002002002002002,0.9955217838287354,0.9676441550254822
VQDM,bitplane_lsb,999,0,0.0,0.9951017498970032,0.9776763319969177
VQDM,freq_radial,999,24,0.024024024024024024,0.9951017498970032,0.7930597066879272
VQDM,color_manifold,999,0,0.0,0.9951017498970032,0.9946768283843994
VQDM,hf_noise,999,0,0.0,0.9951017498970032,0.9935510754585266
VQDM,jpeg_quant,999,25,0.025025025025025027,0.9951017498970032,0.7563103437423706
VQDM,texture_geometry,999,0,0.0,0.9951017498970032,0.9348670840263367
Wukong,bitplane_lsb,991,4,0.004036326942482341,0.9862372279167175,0.9686175584793091
Wukong,freq_radial,991,23,0.02320887991927346,0.9862372279167175,0.8437795042991638
Wukong,color_manifold,991,5,0.005045408678102927,0.9862372279167175,0.9760388135910034
Wukong,hf_noise,991,7,0.007063572149344097,0.9862372279167175,0.9568929672241211
Wukong,jpeg_quant,991,5,0.005045408678102927,0.9862372279167175,0.9126166701316833
Wukong,texture_geometry,991,3,0.0030272452068617556,0.9862372279167175,0.9606031775474548
